country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Cambodia,KH,KHM,116,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,66,Total,Units,Index,,Free,,Total
Cambodia,KH,KHM,116,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,73,Total,Units,Index,,Free,,Total
Cambodia,KH,KHM,116,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,73,Total,Units,Index,,Free,,Total
Cambodia,KH,KHM,116,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,74,Total,Units,Index,,Free,,Total
Cambodia,KH,KHM,116,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,74,Total,Units,Index,,Free,,Total
Cameroon,CM,CMR,120,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,38,Total,Units,Index,,Free,,Total
Cameroon,CM,CMR,120,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,48,Total,Units,Index,,Free,,Total
Cameroon,CM,CMR,120,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,47,Total,Units,Index,,Free,,Total
Cameroon,CM,CMR,120,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,47,Total,Units,Index,,Free,,Total
Cameroon,CM,CMR,120,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,47,Total,Units,Index,,Free,,Total
Cameroon,CM,CMR,120,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,47,Total,Units,Index,,Free,,Total
Cameroon,CM,CMR,120,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,48,Total,Units,Index,,Free,,Total
Canada,CA,CAN,124,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,92,Total,Units,Index,,Free,,Total
Canada,CA,CAN,124,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,93,Total,Units,Index,,Free,,Total
Canada,CA,CAN,124,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,92,Total,Units,Index,,Free,,Total
Canada,CA,CAN,124,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,93,Total,Units,Index,,Free,,Total
Canada,CA,CAN,124,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,93,Total,Units,Index,,Free,,Total
Canada,CA,CAN,124,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,93,Total,Units,Index,,Free,,Total
Canada,CA,CAN,124,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,94,Total,Units,Index,,Free,,Total
Central African Republic,CF,CAF,140,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,31,Total,Units,Index,,Free,,Total
Central African Republic,CF,CAF,140,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,35,Total,Units,Index,,Free,,Total
Central African Republic,CF,CAF,140,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,34,Total,Units,Index,,Free,,Total
Central African Republic,CF,CAF,140,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,36,Total,Units,Index,,Free,,Total
Central African Republic,CF,CAF,140,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,37,Total,Units,Index,,Free,,Total
Central African Republic,CF,CAF,140,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,38,Total,Units,Index,,Free,,Total
Central African Republic,CF,CAF,140,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,38,Total,Units,Index,,Free,,Total
Chad,TD,TCD,148,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,19,Total,Units,Index,,Free,,Total
Chad,TD,TCD,148,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,16,Total,Units,Index,,Free,,Total
Chad,TD,TCD,148,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,25,Total,Units,Index,,Free,,Total
Chad,TD,TCD,148,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,28,Total,Units,Index,,Free,,Total
Chad,TD,TCD,148,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,27,Total,Units,Index,,Free,,Total
Chad,TD,TCD,148,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,27,Total,Units,Index,,Free,,Total
Chad,TD,TCD,148,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,29,Total,Units,Index,,Free,,Total
Chile,CL,CHL,152,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,85,Total,Units,Index,,Free,,Total
Chile,CL,CHL,152,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,87,Total,Units,Index,,Free,,Total
Chile,CL,CHL,152,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,88,Total,Units,Index,,Free,,Total
Chile,CL,CHL,152,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,90,Total,Units,Index,,Free,,Total
Chile,CL,CHL,152,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,90,Total,Units,Index,,Free,,Total
Chile,CL,CHL,152,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,91,Total,Units,Index,,Free,,Total
Chile,CL,CHL,152,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,91,Total,Units,Index,,Free,,Total
China,CN,CHN,156,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,77,Total,Units,Index,,Free,,Total
China,CN,CHN,156,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,80,Total,Units,Index,,Free,,Total
China,CN,CHN,156,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,84,Total,Units,Index,,Free,,Total
China,CN,CHN,156,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,88,Total,Units,Index,,Free,,Total
China,CN,CHN,156,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,90,Total,Units,Index,,Free,,Total
China,CN,CHN,156,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,91,Total,Units,Index,,Free,,Total
China,CN,CHN,156,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,92,Total,Units,Index,,Free,,Total
Colombia,CO,COL,170,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,71,Total,Units,Index,,Free,,Total
Colombia,CO,COL,170,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,79,Total,Units,Index,,Free,,Total
Colombia,CO,COL,170,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,80,Total,Units,Index,,Free,,Total
Colombia,CO,COL,170,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,81,Total,Units,Index,,Free,,Total
Colombia,CO,COL,170,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,82,Total,Units,Index,,Free,,Total
Colombia,CO,COL,170,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,81,Total,Units,Index,,Free,,Total
Colombia,CO,COL,170,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,80,Total,Units,Index,,Free,,Total
Comoros,KM,COM,174,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,48,Total,Units,Index,,Free,,Total
Comoros,KM,COM,174,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,46,Total,Units,Index,,Free,,Total
Comoros,KM,COM,174,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,45,Total,Units,Index,,Free,,Total
Comoros,KM,COM,174,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,48,Total,Units,Index,,Free,,Total
Comoros,KM,COM,174,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,49,Total,Units,Index,,Free,,Total
Comoros,KM,COM,174,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,50,Total,Units,Index,,Free,,Total
Comoros,KM,COM,174,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,50,Total,Units,Index,,Free,,Total
Congo,CG,COG,178,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,38,Total,Units,Index,,Free,,Total
Congo,CG,COG,178,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,47,Total,Units,Index,,Free,,Total
Congo,CG,COG,178,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,55,Total,Units,Index,,Free,,Total
Congo,CG,COG,178,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,50,Total,Units,Index,,Free,,Total
Congo,CG,COG,178,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,49,Total,Units,Index,,Free,,Total
Congo,CG,COG,178,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,52,Total,Units,Index,,Free,,Total
Congo,CG,COG,178,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2021,52,Total,Units,Index,,Free,,Total
Cook Islands,CK,COK,184,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2000,74,Total,Units,Index,,Free,,Total
Cook Islands,CK,COK,184,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2005,76,Total,Units,Index,,Free,,Total
Cook Islands,CK,COK,184,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2010,77,Total,Units,Index,,Free,,Total
Cook Islands,CK,COK,184,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2015,81,Total,Units,Index,,Free,,Total
Cook Islands,CK,COK,184,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2017,82,Total,Units,Index,,Free,,Total
Cook Islands,CK,COK,184,"Universal health coverage index for reproductive, maternal, newborn and child-health interventions",2019,83,Total,Units,Index,,Free,,Total
